acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,target
0.002,0.763,212144,0.774,0,2,0.0692,-6.942,1,0.0382,120.029,0.53,0
0.146,0.574,207480,0.829,0,8,0.0786,-4.445,1,0.0414,145.183,0.587,0
0.287,0.668,105013,0.538,7.64E-05,9,0.0807,-8.758,1,0.0354,109.886,0.146,0
0.99,0.65,287093,0.159,0.187,0,0.105,-17.371,0,0.0513,104.828,0.294,0
0.855,0.543,26371,0.0885,0,3,0.166,-21.804,1,0.441,118.489,0.311,0
0.412,0.425,288763,0.6,0,2,0.073,-7.641,1,0.0659,114.161,0.525,0
0.0381,0.531,83187,0.723,1.46E-06,0,0.249,-4.466,0,0.0591,143.917,0.853,0
0.607,0.524,123027,0.609,0,7,0.126,-13.03,0,0.401,80.232,0.948,0
0.76,0.777,291693,0.249,0,0,0.202,-18.307,1,0.0762,102.924,0.56,0
0.467,0.474,208801,0.489,0,6,0.119,-7.625,0,0.0342,124.844,0.23,0
0.926,0.228,125439,0.204,1.10E-05,5,0.092,-12.319,1,0.0387,83.372,0.195,0
0.799,0.459,203747,0.349,0.27,7,0.127,-11.557,1,0.045,206.662,0.805,0
0.846,0.283,160800,0.227,2.08E-06,0,0.1,-15.793,1,0.0366,121.419,0.128,0
0.112,0.673,152333,0.42,0,4,0.0897,-7.581,1,0.0317,108.066,0.385,0
0.124,0.776,150793,0.915,1.28E-05,4,0.173,-7.788,0,0.0677,127.969,0.5,0
0.00903,0.443,273120,0.406,0,5,0.0979,-9.064,1,0.0391,80.896,0.0558,0
0.705,0.73,111452,0.326,0,8,0.103,-7.001,1,0.26,116.893,0.434,0
0.0254,0.912,209984,0.879,0,6,0.12,-4.866,1,0.18,108.002,0.597,0
0.558,0.543,223840,0.485,0,8,0.12,-6.85,1,0.0305,136.961,0.371,0
0.208,0.684,140093,0.471,0,0,0.14,-9.43,1,0.043,121.081,0.453,0
0.114,0.673,180520,0.785,0.000904,3,0.119,-7.041,1,0.0407,119.78,0.562,0
0.163,0.31,175507,0.54,0.000129,9,0.0713,-9.629,1,0.346,180.994,0.148,0
0.137,0.372,151400,0.641,0,2,0.103,-7.954,1,0.047,119.013,0.33,0
0.909,0.328,193867,0.147,0.00048,5,0.289,-14.119,1,0.037,94.476,0.33,0
0.617,0.408,213600,0.313,1.18E-05,0,0.115,-18.09,1,0.137,170.013,0.725,0
0.815,0.354,225080,0.411,1.00E-06,0,0.106,-6.018,1,0.0344,90.831,0.43,0
0.425,0.564,142440,0.326,0,7,0.742,-16.436,1,0.127,123.608,0.688,0
0.161,0.64,90987,0.391,0.0159,0,0.204,-6.849,1,0.0468,79.528,0.358,0
0.787,0.306,177787,0.132,0,5,0.57,-19.31,1,0.0538,78.46,0.473,0
0.126,0.489,227928,0.54,0,6,0.103,-7.046,1,0.0288,81.4,0.27,0
0.73,0.518,109280,0.54,4.99E-06,2,0.337,-6.376,1,0.0391,129.098,0.76,0
0.829,0.281,224240,0.139,0,5,0.0725,-14.392,1,0.0305,92.64,0.169,0
0.757,0.408,291133,0.199,0,0,0.402,-16.066,1,0.0765,75.904,0.415,0
0.879,0.275,194160,0.126,0.000799,9,0.0791,-17.077,1,0.033,88.626,0.21,0
0.799,0.321,146840,0.29,0.00324,9,0.361,-13.927,1,0.0343,92.375,0.0783,0
0.955,0.236,195067,0.261,0.0245,2,0.424,-13.647,1,0.0374,93.383,0.106,0
0.639,0.604,191413,0.541,0,1,0.169,-7.378,0,0.0915,134.326,0.892,0
0.571,0.36,162827,0.205,0,10,0.0797,-11.576,1,0.0477,148.985,0.232,0
0.536,0.383,162826,0.22,0,10,0.0817,-11.33,1,0.0502,149.551,0.225,0
0.318,0.46,165533,0.574,0,4,0.1,-7.414,0,0.112,67.697,0.37,0
0.0634,0.402,239147,0.391,0,10,0.296,-16.112,1,0.0406,83.789,0.568,0
0.934,0.664,59933,0.172,0,2,0.109,-17.937,0,0.132,80.587,0.562,0
0.679,0.67,163667,0.225,0,0,0.0853,-16.555,1,0.0503,134.871,0.741,0
0.211,0.658,198467,0.699,0.0105,5,0.236,-10.219,0,0.0794,110.048,0.394,0
0.494,0.495,265787,0.589,0,11,0.237,-6.642,0,0.0661,106.386,0.576,0
0.68,0.601,245957,0.415,0,7,0.341,-13.701,1,0.386,112.527,0.559,0
0.932,0.754,82467,0.419,2.78E-06,10,0.188,-13.839,1,0.129,108.619,0.776,0
0.0316,0.705,268413,0.721,0,4,0.248,-7.083,1,0.19,159.98,0.819,0
0.579,0.717,36373,0.719,1.31E-05,5,0.217,-11.371,1,0.226,81.305,0.975,0
0.991,0.705,29973,0.547,0,7,0.182,-13.361,1,0.527,117.467,0.964,0
0.038,0.877,147653,0.897,0.00953,11,0.0313,-7.193,0,0.15,112.969,0.533,0
0.153,0.544,198587,0.533,0.00444,1,0.29,-11.079,1,0.0307,135.516,0.685,0
0.988,0.268,160693,0.275,0.0361,5,0.0975,-13.938,1,0.032,71.53,0.284,0
0.0626,0.568,256733,0.748,2.18E-06,8,0.0947,-6.54,1,0.0299,96.59,0.623,0
0.597,0.432,208376,0.392,0,8,0.0937,-9.519,1,0.0462,129.12,0.328,0
0.321,0.689,170880,0.533,7.37E-05,6,0.0958,-14.205,1,0.0544,98.801,0.898,0
0.482,0.641,185467,0.68,0,0,0.101,-7.64,1,0.23,146.116,0.574,0
0.0902,0.601,100533,0.528,0.000114,9,0.0305,-8.691,0,0.0867,105.5,0.499,0
0.493,0.474,140573,0.82,0,0,0.0978,-7.699,1,0.243,164.718,0.697,0
0.675,0.513,142720,0.288,0.0226,3,0.0602,-16.054,1,0.0686,92.228,0.838,0
0.612,0.367,256120,0.587,0.755,0,0.0802,-10.811,0,0.0462,107.68,0.141,0
0.662,0.572,247373,0.409,0.296,3,0.125,-11.384,1,0.0377,129.983,0.351,0
0.988,0.516,241147,0.132,0.00721,4,0.108,-15.852,0,0.03,87.332,0.25,0
0.86,0.655,212640,0.525,0.307,11,0.0971,-10.803,0,0.0272,116.968,0.647,0
0.838,0.503,297173,0.357,0.0957,10,0.0963,-11.844,0,0.0332,131.008,0.152,0
0.949,0.48,268627,0.303,0.196,2,0.155,-13.189,0,0.0302,127.017,0.192,0
0.771,0.383,273893,0.547,0.00216,5,0.0913,-9.899,0,0.0376,91.899,0.282,0
0.933,0.553,231707,0.391,0.00123,3,0.0993,-12.303,0,0.0315,105.989,0.242,0
0.973,0.408,382107,0.0765,0.0029,4,0.0795,-18.25,1,0.0321,142.68,0.168,0
0.688,0.351,222283,0.293,0.0101,5,0.111,-11.491,0,0.029,146.868,0.211,0
0.94,0.323,292687,0.159,0.00532,4,0.0892,-16.517,0,0.0332,135.68,0.156,0
0.692,0.447,284400,0.411,0.0448,1,0.12,-11.182,0,0.0357,63.933,0.173,0
0.884,0.619,245613,0.287,0.0908,9,0.107,-10.194,0,0.0291,125.825,0.204,0
0.471,0.327,246133,0.491,0.000534,11,0.0927,-10.04,0,0.0365,140.243,0.198,0
0.58,0.458,254898,0.519,0.0081,2,0.105,-10.15,0,0.0319,157.503,0.399,0
0.796,0.643,229273,0.372,0.000325,9,0.166,-11.531,0,0.031,119.919,0.542,0
0.891,0.37,318790,0.265,0.00393,9,0.0996,-12.274,0,0.0339,130.034,0.277,0
0.958,0.582,236286,0.316,0.00315,0,0.105,-10.518,0,0.031,91.807,0.532,0
0.261,0.632,160560,0.388,0.00688,4,0.0816,-12.883,1,0.247,155.734,0.825,0
0.0406,0.613,283267,0.934,0.000313,0,0.0882,-3.711,1,0.0342,107.273,0.776,0
0.262,0.458,199133,0.758,0.000504,5,0.18,-6.193,0,0.0286,168.974,0.784,0
0.561,0.521,325707,0.369,0.0772,9,0.146,-13.773,1,0.0536,103.435,0.536,0
0.704,0.552,181000,0.542,3.59E-05,9,0.355,-10.862,1,0.0977,133.313,0.784,0
0.142,0.64,228800,0.616,3.00E-05,8,0.132,-10.442,1,0.0448,119.35,0.844,0
0.468,0.565,169706,0.347,5.73E-06,2,0.141,-9.398,1,0.0503,80.892,0.238,0
0.951,0.606,158773,0.403,0,5,0.085,-8.497,1,0.0434,159.544,0.844,0
0.701,0.502,150667,0.659,0.000225,2,0.115,-7.473,1,0.0416,101.382,0.841,0
0.575,0.8,165600,0.287,0.000768,9,0.0831,-17.513,1,0.0352,133.711,0.748,0
0.266,0.678,280453,0.551,0.00322,1,0.254,-7.332,1,0.0261,97.767,0.767,0
0.15,0.257,395600,0.571,0.0207,0,0.11,-12.183,1,0.0414,201.459,0.832,0
0.44,0.598,321133,0.735,0.000215,2,0.681,-10.882,1,0.0973,111.129,0.615,0
0.76,0.437,206933,0.453,2.07E-06,0,0.2,-6.799,1,0.0466,171.497,0.456,0
0.934,0.705,170107,0.447,0.172,7,0.102,-11.327,1,0.0501,140.446,0.547,0
0.639,0.568,134067,0.434,0.626,7,0.229,-14.17,1,0.0379,147.388,0.694,0
0.458,0.882,138533,0.476,2.47E-06,0,0.0445,-9.235,1,0.0528,112.65,0.964,0
0.127,0.432,254200,0.667,0.000294,0,0.181,-7.849,1,0.0439,173.727,0.907,0
0.00614,0.459,292173,0.727,0.065,0,0.384,-11.777,1,0.0303,149.229,0.954,0
0.0984,0.765,174467,0.408,0,4,0.141,-13.079,1,0.167,136.713,0.891,0
0.544,0.453,295507,0.813,0.0222,2,0.215,-9.449,1,0.148,116.592,0.517,0
0.0459,0.555,202600,0.669,0.000521,9,0.105,-7.46,0,0.0311,167.652,0.691,0
0.329,0.707,378133,0.255,0.00695,1,0.0711,-15.77,1,0.0601,123.288,0.455,0
0.705,0.767,196040,0.306,0.00545,4,0.0974,-14.7,1,0.0652,87.627,0.56,0
0.68,0.354,361480,0.518,3.46E-05,9,0.685,-6.122,1,0.0949,207.934,0.528,0
0.707,0.686,225200,0.757,0.000153,11,0.653,-7.337,0,0.0267,107.712,0.896,0
0.0114,0.29,425853,0.756,0.148,5,0.0947,-5.408,0,0.039,146.458,0.546,0
0.285,0.554,369400,0.727,7.79E-06,7,0.267,-8.132,1,0.0264,97.47,0.582,0
0.687,0.563,311667,0.398,0.00246,9,0.135,-12.848,1,0.0607,171.841,0.364,0
0.795,0.56,208067,0.535,0.00184,0,0.215,-4.882,1,0.0351,98.552,0.677,0
0.0792,0.364,431936,0.752,1.57E-05,5,0.0966,-5.623,1,0.1,173.715,0.636,0
0.0496,0.569,351960,0.564,0.0138,8,0.304,-7.34,1,0.0337,96.112,0.526,0
0.0377,0.469,155227,0.918,0.000392,1,0.24,-6.584,1,0.173,115.201,0.77,0
0.011,0.167,345333,0.924,0.0593,0,0.863,-5.868,1,0.0561,163.264,0.555,0
0.13,0.328,320933,0.612,0.000599,11,0.848,-8.43,0,0.0572,148.957,0.433,0
0.978,0.577,179664,0.137,0.0134,5,0.0982,-18.111,1,0.117,92.311,0.823,0
0.818,0.554,125373,0.247,8.38E-06,8,0.0795,-15.957,1,0.0385,107.45,0.466,0
0.493,0.551,247224,0.58,0.0559,0,0.213,-8.581,1,0.0363,63.321,0.473,0
0.0671,0.59,210827,0.853,0.000204,0,0.122,-7.781,1,0.0346,96.417,0.806,0
0.0472,0.388,188667,0.657,0.00198,11,0.299,-10.176,0,0.0639,185.47,0.905,0
0.0995,0.376,416267,0.67,0.00831,5,0.845,-7.874,0,0.0545,128.437,0.348,0
0.118,0.658,152267,0.71,0.862,9,0.0582,-11.493,1,0.065,122.666,0.899,0
0.888,0.677,162067,0.444,0.00821,7,0.147,-17.602,1,0.136,109.829,0.53,0
0.354,0.466,225507,0.716,0.000125,11,0.354,-7.251,0,0.0933,132.231,0.859,0
0.0226,0.294,166400,0.611,0.435,2,0.114,-6.268,1,0.0348,178.191,0.567,0
0.824,0.675,194373,0.308,3.75E-05,6,0.0607,-8.081,1,0.0348,97.446,0.69,0
0.67,0.542,238533,0.588,0.158,2,0.241,-9.268,1,0.0665,113.948,0.881,0
0.943,0.575,223387,0.254,2.34E-05,0,0.0579,-13.192,1,0.0485,161.678,0.526,0
0.944,0.581,206800,0.333,0.472,0,0.332,-14.209,1,0.032,94.197,0.488,0
0.0876,0.77,263267,0.544,0.00375,9,0.0555,-6.474,0,0.0393,120.055,0.506,0
0.0501,0.624,285867,0.368,0.000544,11,0.0793,-11.063,0,0.031,99.816,0.613,0
0.0535,0.347,160498,0.781,7.74E-06,10,0.125,-8.18,1,0.0862,124.197,0.736,0
0.393,0.826,168000,0.753,0,0,0.208,-8.223,1,0.0572,105.473,0.48,0
0.964,0.611,227733,0.0785,0.00014,9,0.0903,-20.543,1,0.0503,104.233,0.763,0
0.0143,0.611,408427,0.919,0.000269,5,0.0654,-5.344,0,0.108,129.964,0.113,0
0.00331,0.701,199000,0.864,0,3,0.0421,-4.351,1,0.0631,106.034,0.811,0
0.168,0.444,216133,0.608,3.36E-06,2,0.118,-12.175,0,0.0532,119.985,0.354,0
0.148,0.4,223174,0.452,0,0,0.129,-9.465,1,0.076,150.036,0.534,0
0.00483,0.516,349560,0.518,0.00895,4,0.585,-10.383,1,0.04,108.027,0.0834,0
0.143,0.829,127200,0.464,0.925,6,0.106,-9.932,0,0.0369,100.029,0.774,0
0.768,0.447,145267,0.404,0,7,0.112,-8.417,1,0.0406,82.406,0.372,0
0.318,0.299,51800,0.571,0.137,5,0.0452,-8.949,0,0.0395,89.642,0.764,0
0.868,0.653,131893,0.565,0,0,0.311,-6.795,0,0.0676,113.926,0.81,0
0.271,0.477,229813,0.6,0,7,0.112,-5.652,1,0.0324,152.062,0.29,0
0.0716,0.684,217440,0.619,0,10,0.122,-7.005,1,0.0386,125.046,0.284,0
0.92,0.366,54440,0.0279,0,11,0.109,-22.55,1,0.0461,167.751,0.35,0
0.000953,0.591,257747,0.808,1.55E-06,1,0.0918,-6.728,1,0.0408,106.03,0.601,0
0.361,0.26,203207,0.273,6.72E-05,7,0.116,-11.196,0,0.0313,68.969,0.519,0
0.872,0.445,194320,0.172,6.62E-05,3,0.0858,-13.953,1,0.0768,178.02,0.367,0
0.139,0.398,204133,0.512,0,8,0.115,-7.148,1,0.0486,133.659,0.0956,0
0.00272,0.56,206676,0.826,0,6,0.487,-5.866,0,0.0976,141.974,0.492,0
0.632,0.756,214680,0.814,0.00068,0,0.161,-6.11,1,0.0437,135.043,0.905,0
0.0315,0.638,304600,0.738,0.000634,9,0.211,-9.563,1,0.0271,104.098,0.816,0
0.125,0.5,239267,0.638,0.0285,2,0.199,-7.262,1,0.0461,122.621,0.746,0
0.468,0.686,159707,0.593,2.19E-05,0,0.352,-10.078,1,0.0597,92.82,0.946,0
0.475,0.497,362400,0.341,7.47E-06,2,0.098,-13.635,1,0.174,137.634,0.469,0
0.237,0.767,252133,0.496,0.0723,10,0.0853,-11.399,1,0.0307,110.932,0.751,0
0.509,0.592,316667,0.464,0.000214,7,0.166,-16.925,1,0.0374,112.986,0.764,0
0.163,0.796,319360,0.149,0.0114,3,0.081,-17.885,0,0.0414,73.953,0.433,0
0.89,0.467,163373,0.277,7.66E-05,8,0.2,-12.101,1,0.0283,99.83,0.535,0
0.736,0.554,232453,0.49,0.00728,9,0.327,-8.725,1,0.0267,67.591,0.578,0
0.15,0.705,181786,0.483,0.0265,1,0.202,-12.209,1,0.0542,122.863,0.713,0
0.713,0.639,445533,0.496,0.254,1,0.0545,-6.844,0,0.0375,140.394,0.467,0
0.468,0.668,179693,0.583,3.62E-05,3,0.337,-8.889,1,0.0768,118.655,0.818,0
0.593,0.56,293733,0.241,0.195,4,0.122,-15.385,0,0.0314,79.537,0.341,0
0.165,0.536,210493,0.723,0.00812,8,0.288,-13.898,0,0.0415,126.737,0.916,0
0.803,0.526,434693,0.467,9.68E-05,2,0.206,-11.641,1,0.0898,87.155,0.604,0
0.837,0.621,167267,0.519,0.00246,11,0.162,-13.328,0,0.102,117.005,0.775,0
0.492,0.633,147800,0.625,0.000418,0,0.204,-10.951,1,0.0436,103.355,0.841,0
0.496,0.775,232707,0.499,0.0219,4,0.114,-7.181,1,0.0415,121.056,0.862,0
0.843,0.433,176186,0.7,0.324,11,0.102,-8.197,1,0.163,80.623,0.8,0
0.616,0.64,253333,0.496,4.63E-05,2,0.183,-11.124,1,0.0413,116.632,0.954,0
0.55,0.584,215027,0.278,0.21,4,0.255,-18.566,1,0.0312,81.712,0.75,0
0.642,0.303,412960,0.648,0.053,0,0.407,-6.795,1,0.0512,170.379,0.644,0
0.649,0.439,181307,0.413,4.47E-06,2,0.12,-6.755,1,0.0293,144.162,0.464,0
0.0581,0.556,227751,0.567,0.00143,9,0.0907,-11.426,0,0.0333,141.345,0.858,0
0.0346,0.642,215800,0.708,0.0103,9,0.0844,-13.402,1,0.0543,108.143,0.775,0
0.00393,0.537,295693,0.695,0.188,11,0.084,-9.88,1,0.0377,131.307,0.77,0
0.669,0.566,163440,0.424,0.00456,7,0.175,-8.689,0,0.0392,105.768,0.431,0
0.651,0.541,259760,0.568,0.00563,9,0.1,-12.584,1,0.0752,135.275,0.815,0
0.812,0.705,167227,0.401,0,9,0.319,-9.506,0,0.0475,104.956,0.649,0
0.101,0.678,216627,0.612,0.318,4,0.164,-9.764,1,0.0339,118.381,0.857,0
0.407,0.469,399173,0.236,0.0434,7,0.215,-16.981,1,0.0364,82.232,0.415,0
0.933,0.518,233560,0.376,0.86,9,0.0976,-18.248,0,0.0431,158.089,0.744,0
0.142,0.502,367533,0.753,0.00824,11,0.0891,-9.625,0,0.0395,122.656,0.927,0
0.749,0.636,189133,0.668,0.00121,0,0.0555,-6.857,1,0.0568,94.668,0.666,0
0.239,0.792,517400,0.495,0.00175,0,0.074,-11.603,1,0.0527,118.066,0.719,0
0.527,0.73,247373,0.235,0.0112,0,0.0663,-15.276,1,0.0355,87.226,0.624,0
0.0488,0.353,271653,0.921,0.065,2,0.314,-5.64,1,0.0758,145.589,0.526,0
0.436,0.378,255600,0.756,0.0351,7,0.867,-11.073,1,0.0673,131.577,0.838,0
0.197,0.303,414960,0.492,0.63,0,0.288,-10.716,1,0.039,200.018,0.677,0
0.491,0.321,212600,0.625,5.08E-05,2,0.345,-5.219,0,0.0302,107.338,0.777,0
0.54,0.582,156893,0.75,8.25E-06,7,0.337,-11.206,1,0.113,114.104,0.686,0
0.0339,0.565,204333,0.526,0.000119,0,0.11,-11.352,1,0.0365,167.936,0.637,0
0.282,0.294,314880,0.736,0.0418,7,0.102,-7.961,0,0.151,208.576,0.753,0
0.418,0.872,515000,0.384,0.317,0,0.0687,-16.204,1,0.0388,102.597,0.938,0
0.195,0.542,289560,0.502,0.00812,3,0.174,-10.607,0,0.0515,174.11,0.948,0
0.751,0.566,164893,0.657,0.896,4,0.156,-10.33,1,0.0693,145.359,0.643,0
0.545,0.606,183027,0.301,0.00194,0,0.0419,-11.402,1,0.0423,100.979,0.457,0
0.0217,0.84,156398,0.412,0.784,1,0.041,-14.23,1,0.056,122.807,0.963,0
0.812,0.48,180453,0.303,0,5,0.0889,-13.675,1,0.0384,98.282,0.643,0
0.3,0.595,192200,0.525,3.15E-05,11,0.197,-11.582,0,0.0499,124.569,0.826,0
0.68,0.723,188240,0.357,0.24,5,0.606,-12.587,0,0.0616,114.078,0.804,0
0.343,0.648,182827,0.544,2.93E-06,1,0.087,-8.963,1,0.179,153.063,0.619,0
0.279,0.548,141933,0.874,0.0463,8,0.173,-10.147,1,0.0463,172.129,0.966,0
0.417,0.693,183133,0.454,0.000315,10,0.156,-10.275,0,0.03,112.214,0.914,0
0.0516,0.457,172693,0.412,4.35E-05,7,0.275,-11.138,0,0.0369,129.423,0.44,0
0.858,0.678,189507,0.272,0.0236,4,0.109,-10.415,1,0.0525,149.128,0.378,0
0.856,0.779,192707,0.155,7.82E-06,5,0.0974,-21.57,1,0.112,103.252,0.696,0
0.434,0.711,169998,0.483,0.012,11,0.0284,-11.211,1,0.0298,91.652,0.884,0
0.573,0.519,173040,0.779,8.13E-05,4,0.286,-9.159,1,0.0648,113.487,0.888,0
0.219,0.56,194667,0.73,0.144,1,0.179,-5.69,1,0.0362,151.594,0.963,0
0.438,0.572,275267,0.348,0.000731,0,0.235,-13.454,1,0.0293,73.303,0.34,0
0.0274,0.427,219587,0.626,0.00395,8,0.106,-11.821,1,0.0385,126.877,0.743,0
0.224,0.554,324267,0.516,0.286,9,0.0548,-6.819,0,0.0255,90.309,0.562,0
0.862,0.676,162040,0.334,0,5,0.32,-10.572,1,0.0508,158,0.867,0
0.294,0.609,164547,0.538,0,3,0.19,-15.646,1,0.0392,85.106,0.881,0
0.989,0.629,188160,0.0192,4.30E-05,4,0.106,-19.952,1,0.0833,169.254,0.335,0
0.806,0.362,149640,0.338,0,9,0.3,-9.321,1,0.0393,93.999,0.389,0
0.637,0.368,216240,0.285,0,6,0.106,-10.05,1,0.0312,79.96,0.269,0
0.0823,0.73,218948,0.732,0,8,0.0757,-2.556,1,0.0366,112.058,0.546,0
0.696,0.43,157848,0.436,0,2,0.112,-5.336,1,0.0299,120.18,0.45,0
0.876,0.306,174640,0.307,0,9,0.114,-9.314,1,0.0374,96.374,0.267,0
0.0934,0.416,183493,0.92,0,0,0.0832,-2.712,1,0.0722,199.883,0.569,0
0.904,0.294,299573,0.161,0.000447,6,0.113,-13.355,1,0.0376,113.141,0.078,0
0.71,0.496,161933,0.39,0,2,0.1,-11.315,1,0.0295,139.073,0.301,0
0.733,0.319,246021,0.408,0,10,0.0918,-7.092,1,0.0307,131.605,0.38,0
0.191,0.628,234093,0.832,0,4,0.186,-4.365,1,0.0618,133.037,0.744,0
0.0149,0.644,211227,0.84,0.000167,2,0.0735,-4.582,1,0.0427,148.913,0.806,0
0.0278,0.678,225458,0.624,0,8,0.0909,-7.507,1,0.0628,137.99,0.48,0
0.856,0.45,233680,0.294,8.41E-06,8,0.126,-9.463,0,0.0269,80.272,0.234,0
0.913,0.366,208107,0.0952,0.000315,3,0.249,-14.707,1,0.0561,151.165,0.18,0
0.646,0.268,168733,0.305,2.50E-05,11,0.169,-12.608,0,0.0379,135.806,0.307,0
0.589,0.559,151307,0.8,0,11,0.353,-4.699,1,0.378,109.768,0.817,0
0.61,0.342,255293,0.436,0,0,0.0975,-5.932,1,0.03,140.228,0.237,0
0.0021,0.712,291573,0.75,0.00428,5,0.278,-5.164,0,0.0521,127.996,0.554,0
0.905,0.444,240307,0.373,0,9,0.114,-9.645,1,0.0433,88.083,0.413,0
0.618,0.605,184480,0.507,1.92E-06,5,0.122,-6.354,1,0.0259,89.033,0.253,0
0.803,0.595,50960,0.233,0,2,0.114,-14.183,1,0.193,138.814,0.409,0
0.292,0.69,254560,0.651,0.00241,9,0.105,-8.267,1,0.0324,97.918,0.706,0
0.0982,0.651,339480,0.947,4.85E-05,4,0.409,-7.052,0,0.0459,123.181,0.905,0
0.0661,0.788,503250,0.816,0.0845,1,0.198,-10.562,1,0.0489,118.798,0.808,0
0.769,0.644,198820,0.412,0.000649,7,0.105,-10.517,0,0.0498,138.369,0.491,0
0.296,0.373,385546,0.78,0.0424,11,0.379,-5.783,1,0.0509,105.144,0.539,0
0.043,0.859,281413,0.907,3.63E-06,9,0.0378,-7.773,1,0.197,96.599,0.726,0
0.171,0.594,147280,0.738,2.64E-05,9,0.108,-7.077,0,0.0305,90.474,0.771,0
0.92,0.635,133427,0.557,0.00199,10,0.0987,-8.136,1,0.0551,144.494,0.939,0
0.271,0.883,215840,0.667,0.000856,1,0.115,-12.143,1,0.0601,111.402,0.91,0
0.567,0.762,163027,0.527,0.0834,5,0.111,-11.885,1,0.0313,100.088,0.953,0
0.3,0.789,251400,0.602,0.00549,7,0.0737,-10.192,0,0.198,109.923,0.804,0
0.0641,0.656,130120,0.5,0.0607,10,0.0523,-9.002,1,0.0388,140.328,0.98,0
0.41,0.615,377587,0.506,0.338,0,0.114,-9.56,0,0.046,77.478,0.898,0
0.58,0.622,204720,0.42,7.32E-06,1,0.546,-11.447,0,0.0891,144.41,0.613,0
0.436,0.754,306960,0.681,0.0125,9,0.0593,-8.593,0,0.19,94.01,0.854,0
0.0314,0.857,213493,0.582,0.0152,8,0.182,-13.498,1,0.0673,116.404,0.893,0
0.555,0.46,147133,0.701,0,0,0.503,-7.956,1,0.0468,145.621,0.618,0
0.442,0.504,185667,0.58,3.28E-06,7,0.0911,-12.778,1,0.0411,95.613,0.752,0
0.0873,0.645,430267,0.848,0.0258,11,0.391,-5.302,0,0.179,110.661,0.385,0
0.687,0.469,140000,0.966,0,10,0.465,-4.12,0,0.0758,147.354,0.639,0
0.286,0.556,243707,0.669,4.01E-06,2,0.631,-7.725,0,0.244,167.26,0.882,0
0.00962,0.522,156293,0.442,0.927,7,0.17,-16.174,1,0.029,72.901,0.919,0
0.135,0.806,196333,0.731,0,9,0.115,-13.755,1,0.142,126.555,0.965,0
0.466,0.583,254160,0.868,0.919,9,0.453,-9.226,1,0.0419,102.036,0.897,0
0.383,0.539,219373,0.686,0.142,8,0.122,-6.789,1,0.0454,103.892,0.555,0
0.696,0.548,139267,0.451,0.000749,9,0.117,-10.555,1,0.0719,133.76,0.475,0
0.172,0.671,194493,0.69,0.00201,8,0.187,-9.089,0,0.0335,116.133,0.875,0
0.402,0.465,199707,0.783,8.29E-05,3,0.12,-6.065,1,0.0453,120.866,0.789,0
0.256,0.537,297347,0.82,1.93E-06,11,0.432,-7.011,0,0.127,94.429,0.881,0
0.777,0.3,621107,0.353,0.478,4,0.406,-15.588,0,0.047,134.912,0.19,0
0.33,0.621,178053,0.702,0.195,2,0.324,-6.964,0,0.0382,125.521,0.902,0
0.457,0.51,125800,0.531,0,2,0.521,-8.599,0,0.0283,149.255,0.735,0
0.139,0.649,377467,0.753,0.858,11,0.0512,-7.539,0,0.0306,102.147,0.84,0
0.451,0.648,329613,0.682,7.47E-05,0,0.178,-7.34,0,0.0615,72.642,0.653,0
0.0569,0.643,147533,0.697,0.58,7,0.0725,-11.353,1,0.19,144.129,0.793,0
0.591,0.561,177253,0.652,1.75E-05,1,0.141,-7.818,1,0.0398,156.595,0.897,0
0.0126,0.816,246267,0.921,0.0075,11,0.313,-5.788,0,0.112,130.758,0.76,0
0.0303,0.934,253053,0.646,0.00614,11,0.0776,-5.727,0,0.228,116.351,0.832,0
